 Corr.Time[ms]           Correlation(1->2+2->1)  Weighting(1->2+2->1)    Correlation(1->2)       Weighting(1->2)         Correlation(2->1)       Weighting(2->1)
 1.11669151306152E+0002  2.28503615042062E-0002  4.88077648026766E+0001  2.28503615042062E-0002  4.88077648026766E+0001  2.28503615042062E-0002  4.88077648026766E+0001
 1.28849029541016E+0002  3.62423249900809E-0002  5.00026833395756E+0001  3.62423249900809E-0002  5.00026833395756E+0001  3.62423249900809E-0002  5.00026833395756E+0001
 1.54618835449219E+0002  5.24557740970056E-0002  5.15196565644686E+0001  5.24557740970056E-0002  5.15196565644686E+0001  5.24557740970056E-0002  5.15196565644686E+0001
 1.88978576660156E+0002  2.35118365211179E-0002  4.95474579370287E+0001  2.35118365211179E-0002  4.95474579370287E+0001  2.35118365211179E-0002  4.95474579370287E+0001
 2.23338302612305E+0002  2.17585235722712E-0002  5.01079006037182E+0001  2.17585235722712E-0002  5.01079006037182E+0001  2.17585235722712E-0002  5.01079006037182E+0001
 2.57698059082031E+0002  2.25850381873059E-0002  5.10385429581295E+0001  2.25850381873059E-0002  5.10385429581295E+0001  2.25850381873059E-0002  5.10385429581295E+0001
 3.09237670898438E+0002  4.02746656181075E-0002  5.47536995547541E+0001  4.02746656181075E-0002  5.47536995547541E+0001  4.02746656181075E-0002  5.47536995547541E+0001
 3.77957153320313E+0002  2.19803977320563E-0002  5.22022665230347E+0001  2.19803977320563E-0002  5.22022665230347E+0001  2.19803977320563E-0002  5.22022665230347E+0001
 4.46676605224609E+0002  3.98006063909197E-0002  5.74364417281234E+0001  3.98006063909197E-0002  5.74364417281234E+0001  3.98006063909197E-0002  5.74364417281234E+0001
 5.15396118164063E+0002  1.92621359920794E-0002  5.50664191669633E+0001  1.92621359920794E-0002  5.50664191669633E+0001  1.92621359920794E-0002  5.50664191669633E+0001
 6.18475341796875E+0002  2.70708596111129E-0002  6.01292001869426E+0001  2.70708596111129E-0002  6.01292001869426E+0001  2.70708596111129E-0002  6.01292001869426E+0001
 7.55914306640625E+0002  2.77180834742611E-0002  6.29448327076429E+0001  2.77180834742611E-0002  6.29448327076429E+0001  2.77180834742611E-0002  6.29448327076429E+0001
